Year,VXJ
20161208,19.39
20161209,18.77
20161212,19.08
20161213,18.43
20161214,18.5
20161215,18.07
20161216,18.32
20161219,18.9
20161220,17.69
20161221,17.72
20161222,17.5
20161223,closed
20161226,17.97
20161227,18.29
20161228,18.02
20161229,20.33
20161230,21.17
20170102,closed
20170103,closed
20170104,20.84
20170105,20.31
20170106,20.05
20170109,closed
20170110,20.51
20170111,20.09
20170112,19.85
20170113,17.97
20170116,19.03
20170117,20.9
20170118,20.63
20170119,20.16
20170120,19.88
20170123,20.55
20170124,20.08
20170125,18.73
20170126,18.7
20170127,18.51
20170130,18.91
20170131,20.72
20170201,19.39
20170202,20.44
20170203,20.15
20170206,19.98
20170207,19.26
20170208,18.08
20170209,17.81
20170210,18.5
20170213,17.68
20170214,17.65
20170215,17.27
20170216,17.26
20170217,17.2
20170220,17.35
20170221,16.92
20170222,16.82
20170223,17.02
20170224,17.13
20170227,18.21
20170228,18.55
20170301,17.66
20170302,17.35
20170303,13.82
20170306,15.18
20170307,14.48
20170308,14.77
20170309,14.72
20170310,14.66
20170313,14.89
20170314,15.41
20170315,15.8
20170316,14.53
20170317,14.85
20170320,closed
20170321,15.59
20170322,18.64
20170323,18.23
20170324,17.81
20170327,19.76
20170328,17.93
20170329,16.81
20170330,17.64
20170331,26.24
